date	n	r L1_alb	prob	cpue_r L1_alb	prob	n	r L2_alb	prob	cpue_r L2_alb	prob	n	r L3_alb	prob	cpue_r L3_alb	prob	n	r L4_alb	prob	cpue_r L4_alb	prob	n	r L5_alb	prob	cpue_r L5_alb	prob	n	r L6_alb	prob	cpue_r L6_alb	prob	n	r L7_alb	prob	cpue_r L7_alb	prob	n	r T8_alb	prob	cpue_r T8_alb	prob	n	r G9_alb	prob	cpue_r G9_alb	prob	n	r L10_alb	prob	cpue_r L10_alb	prob	n	r L11_alb	prob	cpue_r L11_alb	prob	n	r L12_alb	prob	cpue_r L12_alb	prob	n	r L13_alb	prob	cpue_r L13_alb	prob	n	r L14_alb	prob	cpue_r L14_alb	prob	n	r L15_alb	prob	cpue_r L15_alb	prob	n	r L16_alb	prob	cpue_r L16_alb	prob	
10-1998	3	0.22382	0.856294	0.84843	0.355097	28	0.829811	4.76327e-08	0.393563	0.0382601	0	0	1	0	1	95	1	0	1	0	7	0.60598	0.149223	-0.401933	0.371411	186	1	0	1	0	3	0.959453	0.181908	0.63656	0.560714	24	1	8.59066e-104	1	1.04409e-100	0	0	1	0	1	17	0.809645	8.21182e-05	-0.0587903	0.822658	3	0.978237	0.133059	0.885457	0.307691	12	0.897894	7.34722e-05	0.879651	0.000161923	9	0.969234	1.63192e-05	-0.693192	0.0384062	50	1	7.46512e-222	1	1.42135e-193	4	0.753961	0.246039	-0.443577	0.556423	7	0.545814	0.205012	-0.00727203	0.987655	
11-1998	2	1	-nan	1	-nan	23	0.921249	4.53217e-10	0.0876501	0.690866	4	0.989237	0.0107626	-0.331045	0.668955	75	1	0	1	0	5	0.704135	0.184371	-0.192911	0.75591	224	1	0	1	0	4	0.996542	0.00345753	0.609705	0.390295	12	1	2.78224e-50	-0.0491956	0.879323	0	0	1	0	1	15	0.570357	0.0264088	0.550241	0.0335615	5	0.998955	4.05329e-05	0.226345	0.714288	8	0.672924	0.0674207	0.855615	0.00673365	8	0.974629	4.00541e-05	-0.430157	0.287425	66	1	1.27776e-308	1	1.20155e-272	2	1	-nan	-1	-nan	4	0.996579	0.00342112	-0.101031	0.898969	
12-1998	4	0.803658	0.196342	0.887999	0.112001	19	0.729553	0.000392715	0.323126	0.177212	9	0.927853	0.000309335	0.765401	0.016227	68	1	0	1	0	6	0.767327	0.0749069	-0.918156	0.00977351	113	1	0	1	0	5	0.937961	0.0183759	-0.442433	0.455636	102	1	0	1	0	0	0	1	0	1	12	0.675192	0.015982	0.72738	0.00734206	5	0.999778	3.96173e-06	0.156684	0.801323	0	0	1	0	1	8	0.985052	8.25729e-06	0.0960648	0.820984	60	1	1.13466e-292	1	5.48596e-265	3	0.737812	0.471718	-0.949995	0.202175	3	0.999685	0.0159719	-0.939171	0.223191	
1-1999	2	1	-nan	1	-nan	21	0.843971	1.52271e-06	0.752868	8.20151e-05	15	0.877851	1.69243e-05	-0.0110253	0.968893	71	1	0	1	0	4	0.997496	0.00250357	0.0412658	0.958734	76	1	0	1	0	7	0.993762	5.88299e-06	-0.726955	0.0641751	128	1	0	1	0	0	0	1	0	1	12	0.754763	0.004549	0.82756	0.000891988	7	0.988238	2.86342e-05	0.868089	0.0112915	0	0	1	0	1	9	0.950966	8.19204e-05	0.156265	0.688066	51	1	5.93865e-251	1	1.30777e-240	1	-nan	-nan	-nan	-nan	1	0.847507	-nan	0.905687	-nan	
2-1999	3	0.556311	0.624433	-0.0121599	0.992259	25	0.372178	0.0669405	0.0904176	0.667323	19	0.794376	4.86575e-05	0.202022	0.40687	84	1	0	1	0	5	0.96733	0.00705378	-0.538718	0.348879	58	1	0	1	0	4	0.997449	0.0025506	0.0517541	0.948246	136	1	0	1	0	0	0	1	0	1	9	0.720415	0.0285754	0.595912	0.0903781	5	0.999476	1.44159e-05	0.0357215	0.954528	0	0	1	0	1	9	0.946231	0.000112586	-0.749845	0.019982	78	1	0	1	0	3	0.70678	0.500294	0.985129	0.109925	3	0.220344	0.858564	0.553398	0.626662	
3-1999	10	0.980163	6.61453e-07	-0.163324	0.652108	29	0.726464	8.12428e-06	0.443764	0.0158926	19	0.891165	3.08573e-07	0.0664129	0.787059	98	1	0	1	0	5	0.972025	0.00559331	-0.488448	0.403788	109	1	0	1	0	6	0.993517	6.29132e-05	0.623335	0.186095	147	1	0	1	0	0	0	1	0	1	7	0.874288	0.0100462	0.35134	0.439668	5	0.999999	1.41475e-09	0.155431	0.802899	2	0.853609	-nan	0.120091	-nan	7	0.937184	0.00183594	-0.368436	0.416097	48	1	6.25626e-240	1	9.23667e-219	4	0.984691	0.015309	0.726915	0.273085	5	-0.146174	0.814551	0.202054	0.744498	
4-1999	14	0.79991	0.000592879	-0.208917	0.473506	23	0.292831	0.175101	0.506702	0.0136089	22	0.911011	3.87711e-09	0.372022	0.088213	92	1	0	1	0	6	0.875886	0.0221504	-0.170445	0.746809	117	1	0	1	0	6	0.926649	0.00787328	0.475126	0.34094	72	1	0	1	0	0	0	1	0	1	8	0.69549	0.0554507	0.273141	0.512763	3	0.99698	0.0494911	0.538019	0.638346	3	0.0670509	0.957282	0.402048	0.736597	8	0.966177	9.42921e-05	-0.505404	0.201373	51	1	2.18735e-248	1	7.43343e-236	4	0.979225	0.0207753	0.13616	0.86384	4	0.199157	0.800843	0.483397	0.516603	
5-1999	13	0.981002	3.50098e-09	-0.625837	0.0221365	33	0.627025	9.43322e-05	0.725385	1.7905e-06	26	0.904592	2.29006e-10	0.00233014	0.990986	110	1	0	1	0	6	0.911986	0.0112787	0.00280083	0.995799	139	1	0	1	0	9	0.681666	0.0431505	0.0936524	0.810602	12	1	1.32892e-79	4.8559e-10	1	0	0	1	0	1	11	0.510951	0.108229	0.313306	0.348158	4	0.99997	3.00174e-05	-0.113307	0.886693	0	0	1	0	1	8	0.987564	4.76346e-06	-0.217805	0.604347	60	1	3.89356e-297	1	3.18576e-260	4	0.996306	0.00369363	0.946774	0.0532256	4	0.506659	0.493341	0.34977	0.65023	
6-1999	10	0.926948	0.000114003	0.0428559	0.906425	36	0.485712	0.00267316	0.468636	0.00394146	21	0.764716	5.40983e-05	0.0224975	0.922889	97	1	0	1	0	3	-0.240349	0.845476	-0.846633	0.357252	162	1	0	1	0	7	0.674548	0.0964779	0.490289	0.263981	0	0	1	0	1	0	0	1	0	1	25	0.681619	0.000175525	-0.205949	0.323316	3	0.999808	0.0124897	0.337594	0.780774	9	0.888689	0.00135664	-0.0210406	0.957152	9	0.988892	4.70539e-07	-0.0782382	0.841425	68	1	2.61855e-322	1	1.55646e-302	4	0.948075	0.0519247	-0.296592	0.703408	5	0.884775	0.0461321	0.21452	0.728974	
7-1999	14	0.872383	4.71108e-05	-0.215086	0.460236	33	0.0760344	0.674082	0.444019	0.00963892	16	0.870327	1.16538e-05	0.342247	0.194442	91	1	0	1	0	4	0.947012	0.0529879	-0.291264	0.708736	173	1	0	1	0	7	0.980428	0.000101849	0.602656	0.152077	0	0	1	0	1	0	0	1	0	1	20	0.53418	0.0152584	-0.184139	0.43707	3	0.99842	0.0357933	0.265703	0.828792	8	0.995513	2.25045e-07	0.595416	0.11939	9	0.914099	0.000561935	-0.350613	0.354919	56	1	1.80051e-252	1	4.15258e-227	5	0.812708	0.094519	-0.3997	0.504981	10	0.525399	0.118857	-0.451236	0.190541	
8-1999	14	0.881744	3.04619e-05	-0.109328	0.709858	31	0.22917	0.214934	0.0336227	0.857497	17	0.831592	3.50661e-05	0.631039	0.00659963	87	1	0	1	0	5	0.686036	0.200938	0.774101	0.124427	70	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	17	0.554031	0.0210192	-0.368012	0.146124	3	0.999973	0.00464584	0.524088	0.648813	10	0.788371	0.00673763	0.466625	0.173983	8	0.963583	0.000117471	-0.0126714	0.976244	74	1	0	1	3.9564e-291	3	0.990972	0.08561	0.870578	0.32749	7	0.926921	0.00266512	0.133149	0.775957	
9-1999	6	0.656981	0.156313	-0.773916	0.0708929	26	0.461503	0.0176346	0.255576	0.207616	17	0.792615	0.000148073	0.230393	0.373662	87	1	0	1	0	5	0.79762	0.105911	0.658759	0.226642	99	1	0	1	0	3	0.986937	0.103012	0.967358	0.163107	0	0	1	0	1	0	0	1	0	1	12	0.921444	2.06257e-05	-0.0841296	0.794904	2	1	-nan	-1	-nan	6	0.746031	0.08856	0.0454375	0.931891	9	0.97058	1.39726e-05	0.122287	0.753964	63	1	7.64911e-283	1	3.71723e-258	4	0.98482	0.0151804	0.931866	0.0681343	7	0.933942	0.0020784	0.0502164	0.914857	
10-1999	0	0	1	0	1	26	0.260371	0.19892	0.2043	0.316775	16	0.835274	5.64153e-05	0.457157	0.075026	93	1	0	1	0	6	0.883608	0.0195322	0.0658371	0.901387	96	1	0	1	0	6	0.994897	3.89936e-05	0.840649	0.0360657	12	1	7.875e-100	-1.47329e-09	1	0	0	1	0	1	15	0.59305	0.0197961	0.426491	0.112895	3	0.999234	0.0249182	-0.546042	0.632268	1	-nan	-nan	-nan	-nan	8	0.966857	8.87712e-05	-0.368052	0.369691	95	1	0	1	0	5	0.908669	0.0326754	-0.137689	0.825244	6	0.884851	0.0191256	0.878079	0.021391	
11-1999	0	0	1	0	1	22	0.666598	0.00070474	0.217021	0.331983	11	0.70389	0.015629	0.304651	0.362341	87	1	0	1	0	5	0.761286	0.134882	-0.0394042	0.949842	145	1	0	1	0	5	0.980395	0.00328561	-0.0625883	0.920362	21	1	1.72711e-138	1	6.11234e-130	0	0	1	0	1	13	0.440571	0.131868	0.676825	0.0110599	3	0.999991	0.00262813	0.329254	0.786406	3	0.844824	0.35941	0.983635	0.11533	9	0.986996	8.15363e-07	-0.0575469	0.88309	106	1	0	1	0	4	0.992391	0.00760911	-0.373725	0.626275	10	0.249729	0.486531	0.48085	0.159465	
12-1999	1	-nan	-nan	-nan	-nan	25	0.361403	0.0758887	0.468333	0.0182169	11	0.914665	8.00877e-05	0.366564	0.267506	77	1	0	1	0	5	0.997022	0.000195033	-0.650137	0.234942	133	1	0	1	0	7	0.946426	0.00123955	-0.873839	0.0101335	39	1	3.58685e-223	1	5.06098e-214	0	0	1	0	1	14	0.692015	0.00610143	0.623742	0.0171401	1	-nan	-nan	-nan	-nan	1	-nan	-nan	-nan	-nan	7	0.978764	0.000124792	0.123584	0.791796	72	1	0	1	2.28676e-311	5	0.995219	0.000396566	-0.203788	0.742337	6	0.550954	0.25719	0.506515	0.305202	
1-2000	0	0	1	0	1	21	0.468707	0.0320967	0.149322	0.518269	15	0.959396	1.60946e-08	0.667079	0.00659563	96	1	0	1	0	4	0.97277	0.0272299	0.756733	0.243267	173	1	0	1	0	7	0.951384	0.000974958	-0.521716	0.229749	155	1	0	1	0	0	0	1	0	1	10	0.587666	0.0740084	0.489911	0.150612	1	-nan	-nan	-nan	-nan	1	-nan	-nan	-nan	-nan	9	0.972776	1.06742e-05	-0.29528	0.44047	76	1	0	1	0	7	0.816531	0.0250197	0.533071	0.217928	6	0.650114	0.162214	0.309467	0.550618	
2-2000	6	0.231528	0.658914	0.0126298	0.981056	17	0.340717	0.180809	0.00826672	0.97488	29	0.815621	7.03779e-08	0.420862	0.0229975	93	1	0	1	0	7	0.98493	5.31115e-05	0.192105	0.679856	170	1	0	1	0	6	0.797602	0.0573018	-0.753293	0.0837885	134	1	0	1	0	0	0	1	0	1	9	0.682168	0.0429367	0.534098	0.138553	2	1	-nan	-1	-nan	2	0.362496	-nan	0.437875	-nan	8	0.992341	1.11694e-06	0.143375	0.734833	112	1	0	1	0	6	0.983414	0.00041035	0.555794	0.252153	13	0.27083	0.370791	0.466364	0.108182	
3-2000	9	0.854121	0.00337483	-0.17954	0.643928	19	0.663842	0.00193982	0.253613	0.294787	34	0.850253	1.96375e-10	0.421106	0.0131325	101	1	0	1	0	6	0.895207	0.015897	0.895398	0.0158401	184	1	0	1	0	9	0.813747	0.00761241	0.029738	0.939463	147	1	0	1	0	0	0	1	0	1	10	0.939905	5.30466e-05	0.870963	0.00103502	1	-nan	-nan	-nan	-nan	5	-0.0948364	0.879432	0.96397	0.00816517	8	0.938386	0.000558083	-0.245828	0.557305	104	1	0	1	0	5	0.985483	0.00209508	0.471534	0.422681	17	0.858082	1.0535e-05	0.503276	0.0394561	
4-2000	14	0.708692	0.00454901	-0.396645	0.160279	21	0.253453	0.267616	0.319317	0.158259	29	0.89956	3.25302e-11	0.433349	0.0188569	89	1	0	1	0	7	0.984677	5.53637e-05	0.0254501	0.956809	105	1	0	1	0	7	0.481127	0.27437	0.353855	0.436169	46	1	1.3628e-236	1	3.48859e-237	0	0	1	0	1	6	0.791197	0.0608463	0.992538	8.33044e-05	1	-nan	-nan	-nan	-nan	4	-0.062457	0.937543	0.999691	0.000309137	9	0.975899	6.98973e-06	0.404579	0.280106	66	1	4.11217e-311	1	7.3337e-272	4	0.369694	0.630306	-0.633618	0.366382	16	0.579412	0.0186625	0.574427	0.0199517	
5-2000	12	0.936966	7.04593e-06	-0.272533	0.391448	22	0.625572	0.00184764	0.580732	0.00459809	26	0.804876	7.14509e-07	0.508246	0.00802545	101	1	0	1	0	4	0.92531	0.07469	0.198376	0.801624	194	1	0	1	0	9	0.850115	0.00369527	0.426191	0.252685	21	1	2.15857e-124	1	8.85717e-115	0	0	1	0	1	10	0.931654	8.78527e-05	0.0623799	0.864074	1	-nan	-nan	-nan	-nan	3	0.654274	0.545949	-0.929609	0.240289	8	0.981137	1.65417e-05	-0.438432	0.27721	65	1	1.92214e-265	1	2.41385e-235	5	0.8554	0.0645556	0.069692	0.911337	9	0.413591	0.268491	0.188133	0.627864	
6-2000	14	0.849044	0.000122405	-0.507635	0.0638739	24	0.785648	5.39635e-06	0.341708	0.102201	26	0.848106	4.48494e-08	0.658036	0.000258331	87	1	0	1	0	6	0.985114	0.000330727	0.224477	0.668941	253	1	0	1	0	8	0.498547	0.208567	0.235783	0.574018	16	1	6.60298e-71	-nan	-nan	0	0	1	0	1	14	0.571905	0.032609	0.12749	0.664049	1	-nan	-nan	-nan	-nan	6	0.901459	0.0140872	-0.315704	0.542178	6	0.989588	0.000162057	-0.366199	0.475256	69	1	0	1	1.37503e-283	6	0.983405	0.000410797	-0.423184	0.403117	10	0.648573	0.0425027	0.277967	0.436791	
7-2000	15	0.980667	1.36187e-10	-0.0161967	0.954314	25	0.524905	0.00705844	0.131822	0.529928	22	0.918417	1.67799e-09	0.712152	0.000200875	79	1	0	1	0	5	0.940696	0.0171813	0.379086	0.529157	229	1	0	1	0	6	0.860422	0.0278633	0.502942	0.309196	0	0	1	0	1	0	0	1	0	1	15	0.774518	0.00069843	-0.190764	0.495855	1	-nan	-nan	-nan	-nan	11	0.534423	0.0903386	0.737163	0.00963928	7	0.909996	0.00444465	-0.427997	0.338088	55	1	6.73798e-240	1	8.46977e-213	4	0.824199	0.175801	-0.627049	0.372951	12	0.983581	9.14328e-09	0.311476	0.324366	
8-2000	5	0.621476	0.263106	-0.556714	0.329709	25	0.255631	0.217451	0.0337635	0.872708	27	0.681047	9.2203e-05	0.382446	0.0489772	81	1	0	1	0	5	0.832615	0.0801114	0.679112	0.20738	184	1	0	1	0	4	0.934677	0.0653228	-0.570266	0.429734	0	0	1	0	1	0	0	1	0	1	15	0.554923	0.0317802	-0.331495	0.227435	2	-1	-nan	1	-nan	9	0.493827	0.17666	0.240877	0.532401	11	0.926301	4.21222e-05	-0.0454747	0.89438	78	1	0	1	8.14716e-316	6	0.990909	0.000123604	0.376611	0.461792	8	0.975558	3.58393e-05	0.41564	0.305778	
9-2000	6	0.9544	0.00307165	0.0990105	0.85197	28	0.432256	0.0216081	0.0406677	0.837208	25	0.957747	6.11148e-14	0.810106	9.2382e-07	70	1	0	1	0	9	0.823512	0.00636903	0.519145	0.152077	188	1	0	1	0	4	0.800101	0.199899	-0.722142	0.277858	0	0	1	0	1	0	0	1	0	1	16	0.621095	0.0102334	-0.0892057	0.742508	1	-nan	-nan	-nan	-nan	8	0.0486119	0.908996	0.233135	0.578452	9	0.996078	1.23931e-08	0.42912	0.249085	98	1	0	1	0	5	0.989057	0.00137183	0.592055	0.29288	16	0.917787	5.46547e-07	0.21139	0.431918	
10-2000	4	0.956551	0.043449	0.108613	0.891387	29	0.865237	1.39419e-09	0.215807	0.260864	19	0.902025	1.31168e-07	0.574331	0.0101179	80	1	0	1	0	5	0.848484	0.0691666	0.114627	0.854373	226	1	0	1	0	5	0.978683	0.00372406	0.335466	0.581023	0	0	1	0	1	0	0	1	0	1	16	0.199113	0.459725	0.421234	0.10418	1	-nan	-nan	-nan	-nan	6	-0.476445	0.33941	0.436734	0.38655	11	0.930353	3.28535e-05	-0.570018	0.0671251	65	1	3.06422e-289	1	1.5313e-245	4	0.810456	0.189544	-0.0851961	0.914804	10	0.813644	0.0041858	0.599644	0.0668923	
11-2000	2	1	-nan	1	-nan	25	0.780901	4.10165e-06	0.197711	0.343465	15	0.773318	0.000720673	0.000427089	0.998795	62	1	0	1	0	5	0.903163	0.0356437	0.304127	0.618828	133	1	0	1	0	6	0.978515	0.000687429	0.264566	0.612411	0	0	1	0	1	0	0	1	0	1	13	0.42743	0.145159	0.506671	0.0772294	2	1	-nan	-1	-nan	1	-nan	-nan	-nan	-nan	12	0.957919	9.68257e-07	0.498544	0.0989925	74	1	0	1	7.34428e-317	4	0.995625	0.00437547	0.614726	0.385274	10	0.926824	0.00011476	0.532564	0.113002	
12-2000	0	0	1	0	1	25	0.723279	4.40484e-05	0.0316716	0.880538	20	0.978383	9.05253e-14	0.764825	8.57458e-05	74	1	0	1	0	4	0.649398	0.350602	0.152442	0.847558	166	1	0	1	0	8	0.9863	6.36312e-06	-0.089702	0.832709	105	1	0	1	0	0	0	1	0	1	12	0.74379	0.00554876	0.662228	0.0189631	2	1	-nan	-1	-nan	4	0.246543	0.753457	-0.0490848	0.950915	11	0.978527	1.76833e-07	0.385172	0.242085	71	1	0	1	1.32538e-315	4	0.943674	0.0563256	-0.560932	0.439068	8	0.943729	0.000426865	0.598053	0.117341	
1-2001	0	0	1	0	1	32	0.658682	4.15567e-05	0.601658	0.000270011	14	0.88545	2.53743e-05	0.610267	0.020465	77	1	0	1	0	6	0.96857	0.00146626	0.0583903	0.912514	270	1	0	1	0	6	0.995116	3.57232e-05	-0.326711	0.52737	240	1	0	1	0	0	0	1	0	1	9	0.627559	0.0704008	0.356569	0.346231	2	1	-nan	1	-nan	3	-0.880577	0.31431	-0.772605	0.437907	8	0.945277	0.000393057	-0.160603	0.704007	48	1	7.13404e-221	1	3.1113e-207	8	0.97807	2.59351e-05	-0.0487919	0.90866	8	0.990912	1.86356e-06	0.692246	0.0570861	
2-2001	0	0	1	0	1	22	0.678786	0.00051446	0.509401	0.0154556	18	0.940446	6.59456e-09	0.727646	0.000620032	93	1	0	1	0	6	0.882608	0.0198623	-0.0596873	0.910575	225	1	0	1	0	6	0.970237	0.00131558	-0.449092	0.371649	180	1	0	1	0	0	0	1	0	1	14	0.82827	0.000253015	0.88393	2.737e-05	2	1	-nan	-1	-nan	1	-nan	-nan	-nan	-nan	9	0.964916	2.5733e-05	-0.203534	0.599413	57	1	2.24306e-252	1	4.41953e-228	8	0.816847	0.013327	0.181976	0.666254	10	0.79694	0.00577469	-0.132609	0.714966	
3-2001	6	0.730564	0.0991136	-0.706719	0.116407	18	0.73792	0.000472474	0.866708	3.27019e-06	15	0.887919	9.92228e-06	0.4286	0.110934	96	1	0	1	0	7	0.989336	2.24292e-05	-0.0756389	0.871958	189	1	0	1	0	6	0.984786	0.000345421	0.459686	0.359039	136	1	0	1	0	0	0	1	0	1	8	0.331013	0.423197	0.473639	0.235805	2	1	-nan	1	-nan	0	0	1	0	1	11	0.707929	0.0147878	0.146983	0.66628	65	1	7.96743e-304	1	8.42328e-272	7	0.860812	0.0128613	-0.269435	0.559014	10	0.893062	0.000501943	-0.0612202	0.866582	
4-2001	10	0.929929	9.68598e-05	0.110219	0.761803	19	0.482914	0.0362289	0.188508	0.439597	13	0.845483	0.000272083	0.647386	0.0167524	81	1	0	1	0	6	0.846427	0.033566	0.499607	0.312943	221	1	0	1	0	5	0.919426	0.0271212	0.561129	0.325049	120	1	0	1	0	0	0	1	0	1	14	0.331834	0.246429	0.281397	0.329751	3	0.99649	0.0533563	0.79631	0.413565	0	0	1	0	1	12	0.97345	9.93686e-08	-0.355233	0.257156	48	1	2.08564e-224	1	4.15876e-192	11	0.976865	2.46688e-07	0.00624089	0.985471	7	0.981588	8.74759e-05	0.144381	0.757438	
5-2001	11	0.99947	1.06048e-14	-0.255515	0.448253	24	0.708939	0.000105327	0.241994	0.254591	21	0.903011	2.11426e-08	0.605226	0.00364846	95	1	0	1	0	6	0.784857	0.0644508	0.415513	0.4126	267	1	0	1	0	10	0.95101	2.37492e-05	0.579404	0.0791921	67	1	0	1	0	0	0	1	0	1	13	0.243996	0.421771	0.152169	0.619698	2	1	-nan	-1	-nan	1	0.956898	-nan	0.869377	-nan	13	0.838877	0.00033798	-0.0946979	0.75829	60	1	8.37089e-258	1	1.10249e-226	8	0.895097	0.00266375	-0.0434874	0.918564	9	0.704128	0.0342295	-0.249224	0.517836	
6-2001	10	0.940265	5.18092e-05	-0.26983	0.450878	32	0.70622	6.29402e-06	0.781813	1.26985e-07	21	0.933311	6.79541e-10	0.588733	0.00498866	101	1	0	1	0	5	0.984392	0.00233524	0.904748	0.0347807	319	1	0	1	0	6	0.845691	0.0338798	0.442092	0.380064	34	1	9.23784e-227	1	6.05399e-222	0	0	1	0	1	13	0.57687	0.0390147	-0.138989	0.65066	3	0.999995	0.00192919	-0.100589	0.935854	9	0.613634	0.0788105	0.840746	0.00452502	6	0.835406	0.0384072	0.0319584	0.952079	48	1	2.07076e-209	1	8.49558e-168	10	0.968521	4.13585e-06	0.669341	0.0342719	6	0.891788	0.0169311	-0.88165	0.0201814	
7-2001	14	0.934781	9.64409e-07	0.402334	0.153822	28	0.653367	0.000163432	0.314389	0.103236	15	0.711064	0.00295845	0.389202	0.151608	99	1	0	1	0	5	0.986974	0.00178114	0.683441	0.203345	347	1	0	1	0	5	0.780118	0.119605	0.0646613	0.917728	24	1	1.35347e-101	1	2.76362e-91	0	0	1	0	1	20	0.788698	3.59698e-05	-0.216067	0.360225	2	1	-nan	-1	-nan	8	0.112781	0.790322	0.533794	0.173006	7	0.986257	4.2212e-05	0.67133	0.0986887	60	1	8.79898e-259	1	2.48209e-218	10	0.971029	2.97618e-06	0.338507	0.338691	8	0.931788	0.000753414	0.43144	0.28583	
8-2001	12	0.899972	6.65358e-05	-0.751755	0.00480823	28	0.818369	1.03588e-07	0.631664	0.000312022	15	0.958453	1.86417e-08	0.729014	0.00204585	97	1	0	1	0	5	0.953357	0.0120075	0.888595	0.0438831	275	1	0	1	0	4	0.774552	0.225448	-0.177695	0.822305	16	1	4.3219e-68	5.92305e-12	1	0	0	1	0	1	22	0.662125	0.000788277	-0.224055	0.316157	2	1	-nan	-1	-nan	8	0.402148	0.323324	0.0266239	0.950104	8	0.96086	0.000145534	0.433684	0.283049	56	1	2.68709e-241	1	2.31417e-205	11	0.860429	0.000675882	0.254478	0.450161	7	0.986307	4.18281e-05	0.527956	0.223216	
9-2001	9	0.925992	0.000337556	-0.46414	0.208183	24	0.565843	0.00395187	0.428906	0.0364979	12	0.961674	6.10629e-07	0.739727	0.00595804	85	1	0	1	0	5	0.791266	0.110824	-0.70442	0.184114	245	1	0	1	0	6	0.966837	0.00163149	0.474494	0.341674	0	0	1	0	1	0	0	1	0	1	20	0.768125	7.65046e-05	-0.138367	0.560728	2	1	-nan	-1	-nan	11	0.381126	0.247489	0.223448	0.508956	13	0.984916	9.91844e-10	0.256176	0.398211	57	1	1.42263e-232	1	2.23942e-202	9	0.95448	6.33658e-05	0.627525	0.0704206	6	0.976921	0.000792831	0.526867	0.282826	
10-2001	5	0.929092	0.0224234	0.525836	0.362765	18	0.840287	1.27324e-05	0.474255	0.0467618	13	0.934821	2.81879e-06	0.657156	0.0146643	81	1	0	1	0	6	0.682726	0.135026	0.0283732	0.957452	363	1	0	1	0	4	0.998464	0.0015364	0.306197	0.693803	24	1	8.97658e-99	1	2.70464e-85	0	0	1	0	1	22	0.62834	0.0017386	0.667131	0.000695323	2	1	-nan	-1	-nan	9	0.905882	0.000767293	0.817368	0.0071337	11	0.969625	8.31273e-07	-0.0268234	0.937602	66	1	2.88312e-280	1	1.94255e-255	10	0.918566	0.000174224	0.310163	0.383107	5	0.987433	0.00168792	0.125249	0.840946	
11-2001	8	0.971021	5.95252e-05	-0.220776	0.599299	16	0.931096	1.64589e-07	0.210123	0.434746	13	0.957349	2.85844e-07	0.561599	0.0457983	87	1	0	1	0	7	0.951096	0.000989318	-0.550304	0.200551	344	1	0	1	0	7	0.998365	2.07564e-07	-0.0732631	0.875958	16	1	1.64967e-67	-6.21131e-12	1	0	0	1	0	1	21	0.57858	0.00600026	0.459892	0.0359391	4	0.999558	0.000441624	-0.111461	0.888539	12	0.52661	0.078578	0.594445	0.0415047	12	0.982058	1.42101e-08	0.425448	0.167943	63	1	2.33569e-279	1	2.96872e-242	10	0.850152	0.00183345	-0.216753	0.547509	11	0.973345	4.64259e-07	0.299009	0.371744	
12-2001	6	0.54487	0.263576	-0.793901	0.059338	15	0.827017	0.000142847	0.607037	0.0164052	11	0.840625	0.00119162	0.620556	0.0416294	81	1	0	1	0	6	0.990942	0.000122694	-0.105746	0.841973	274	1	0	1	0	4	0.82515	0.17485	-0.845842	0.154158	115	1	0	1	0	0	0	1	0	1	12	0.640022	0.0249857	0.581663	0.047267	4	0.916508	0.083492	-0.655937	0.344063	10	0.55812	0.0936099	0.637683	0.0473063	7	0.991423	1.30258e-05	0.79611	0.0321945	78	1	0	1	2.22265e-297	10	0.97694	1.20318e-06	0.0582029	0.873112	5	0.990396	0.00112812	0.656566	0.228745	
1-2002	2	0.992929	-nan	0.708097	-nan	22	0.543808	0.00889479	0.117277	0.603227	28	0.531352	0.00361866	0.383214	0.0441235	96	1	0	1	0	7	0.946989	0.0012076	-0.627275	0.131585	424	1	0	1	0	9	0.985013	1.33733e-06	-0.0320772	0.934709	149	1	0	1	0	0	0	1	0	1	11	0.573868	0.0648846	0.775982	0.00499172	3	0.778866	0.43159	-0.51708	0.654038	10	0.501881	0.139384	0.748038	0.012841	13	0.857007	0.00018183	0.485716	0.0924286	48	1	7.77252e-220	1	6.65965e-201	9	0.911264	0.000627795	-0.384003	0.307579	8	0.900814	0.00226161	0.563126	0.14612	
2-2002	4	0.950156	0.049844	0.919486	0.0805136	23	0.519044	0.0111521	0.711757	0.000139655	28	0.81257	1.50483e-07	0.438947	0.0194491	112	1	0	1	0	4	0.987304	0.0126956	0.18907	0.81093	338	1	0	1	0	10	0.802121	0.00524256	-0.840396	0.00233054	117	1	0	1	0	0	0	1	0	1	11	0.552058	0.0782635	0.642575	0.0329908	5	0.897218	0.0389403	-0.525441	0.363193	8	0.929805	0.00081981	0.388436	0.341626	12	0.895965	8.0411e-05	0.0646399	0.841808	81	1	0	1	0	9	0.17395	0.654446	0.370256	0.326663	7	0.348241	0.443994	0.400084	0.373824	
3-2002	9	0.987178	7.76184e-07	-0.077917	0.84207	25	0.326451	0.111233	0.588449	0.00197371	26	0.782337	2.33973e-06	0.49688	0.00981521	108	1	0	1	0	6	0.847929	0.0329298	0.0463694	0.930496	385	1	0	1	0	12	0.590831	0.0430804	-0.111124	0.730985	174	1	0	1	0	0	0	1	0	1	13	0.795398	0.00115044	0.644737	0.0173551	5	0.98361	0.00251254	-0.713133	0.176288	7	0.983	7.17153e-05	0.708222	0.0749193	12	0.928201	1.33095e-05	-0.0615336	0.849331	78	1	0	1	4.4345e-313	6	0.965008	0.00181523	0.153344	0.771787	6	0.65837	0.155131	0.0184703	0.972298	
