date	tstep	P in 10N-45N	P in 10S-10N	P in 35S-10S	P total	F_epi	F_meso	F_mmeso	F_bathy	F_mbathy	F_hmbathy	B Larvae alb	B Juv alb	B Rec alb	B Young alb	B Adult alb	B Totalalb	effort L1	obs C_alb_L1	pred C_alb_L1	obs CPUE_alb_L1	pred CPUE_alb_L1	effort L2	obs C_alb_L2	pred C_alb_L2	obs CPUE_alb_L2	pred CPUE_alb_L2	effort L3	obs C_alb_L3	pred C_alb_L3	obs CPUE_alb_L3	pred CPUE_alb_L3	effort L4	obs C_alb_L4	pred C_alb_L4	obs CPUE_alb_L4	pred CPUE_alb_L4	effort L5	obs C_alb_L5	pred C_alb_L5	obs CPUE_alb_L5	pred CPUE_alb_L5	effort L6	obs C_alb_L6	pred C_alb_L6	obs CPUE_alb_L6	pred CPUE_alb_L6	effort L7	obs C_alb_L7	pred C_alb_L7	obs CPUE_alb_L7	pred CPUE_alb_L7	effort T8	obs C_alb_T8	pred C_alb_T8	obs CPUE_alb_T8	pred CPUE_alb_T8	effort G9	obs C_alb_G9	pred C_alb_G9	obs CPUE_alb_G9	pred CPUE_alb_G9	effort L10	obs C_alb_L10	pred C_alb_L10	obs CPUE_alb_L10	pred CPUE_alb_L10	effort L11	obs C_alb_L11	pred C_alb_L11	obs CPUE_alb_L11	pred CPUE_alb_L11	effort L12	obs C_alb_L12	pred C_alb_L12	obs CPUE_alb_L12	pred CPUE_alb_L12	effort L13	obs C_alb_L13	pred C_alb_L13	obs CPUE_alb_L13	pred CPUE_alb_L13	effort L14	obs C_alb_L14	pred C_alb_L14	obs CPUE_alb_L14	pred CPUE_alb_L14	effort L15	obs C_alb_L15	pred C_alb_L15	obs CPUE_alb_L15	pred CPUE_alb_L15	effort L16	obs C_alb_L16	pred C_alb_L16	obs CPUE_alb_L16	pred CPUE_alb_L16	
1996-7-15	211	0	1.17696e+15	8.35458e+14	2.5081e+15	3.96789e+07	4.32427e+07	6.73859e+07	1.29521e+08	7.02758e+07	7.54362e+07	711.676	2486.45	4158.9	537444	531977	1.06942e+06	50844.3	563.67	1172.91	0.0168096	0.0251006	64804.8	345.661	389.547	0.00736772	0.00686476	32869	1320.94	1306.41	0.0411128	0.0372524	4436.87	83.316	83.2311	0.0126106	0.0125978	1307.7	79.501	35.0078	0.0494515	0.0272197	34965.6	205.272	205.049	0.00553354	0.00552768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89453.8	229.536	422.156	0.0033736	0.00385046	329.947	10.834	11.9697	0.0328356	0.0362777	20617.3	140.698	127.786	0.00824424	0.00691095	10306.5	437.864	197.179	0.0457637	0.0200387	4064.14	95.671	95.5718	0.0170144	0.016997	0	0	0	0	0	0	0	0	0	0	
1996-8-15	212	0	1.23139e+15	9.88035e+14	2.92334e+15	3.97922e+07	4.32942e+07	6.73054e+07	1.29869e+08	7.02109e+07	7.49854e+07	657.15	2372.71	4009.83	538031	529715	1.06775e+06	23123.1	405.658	514.957	0.0163425	0.0245047	86978.9	291.076	494.418	0.0067512	0.00665995	16387.2	807.147	692.888	0.0464295	0.0385888	3497.05	38.896	38.8564	0.012295	0.0122825	1461.55	93.758	43.8606	0.0562792	0.0301876	32454.9	210.014	209.786	0.00695716	0.00694988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94500.8	344.198	378.685	0.00442928	0.00352006	119.321	7.874	4.24644	0.0659902	0.0355885	25791.8	106.805	157.245	0.0087251	0.00633773	10782.5	379.509	180.049	0.0371261	0.0194223	4547.86	122.945	122.817	0.0225609	0.0225378	14.92	0.211	0.361365	0.0141421	0.0242202	0	0	0	0	0	
1996-9-15	213	0	1.2446e+15	1.05464e+15	3.19117e+15	4.04663e+07	4.32901e+07	6.75762e+07	1.29893e+08	6.99792e+07	7.49309e+07	672.624	2217.48	3808.03	538605	526868	1.06547e+06	8885.82	236.316	234.851	0.0184609	0.0290294	64956.4	215.588	359.066	0.00528572	0.00623981	15978.6	624.739	679.979	0.0340466	0.0364814	3010.37	17.827	17.8089	0.00588992	0.00588395	1644.24	69.015	51.9952	0.0297892	0.029978	25664	248.97	248.692	0.00744427	0.00743639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93906.2	198.675	331.685	0.00255796	0.00395052	603.911	9.284	23.071	0.0153731	0.0382026	3722.18	33.233	19.6297	0.00719074	0.00589244	9103.88	241.705	161.747	0.0315593	0.0186354	4717.13	98.718	98.6155	0.0161187	0.0161022	36.79	0.76	1.03577	0.0185641	0.0273373	0	0	0	0	0	
1996-10-15	214	0	1.22283e+15	9.98082e+14	3.30311e+15	4.14411e+07	4.32514e+07	6.83037e+07	1.29595e+08	6.9678e+07	7.51976e+07	732.937	2153.39	3650.28	538130	521828	1.05996e+06	625	11.793	16.7974	0.0192525	0.0268053	52729.4	116.377	269.444	0.0041119	0.00652239	22498	810.857	787.681	0.0400363	0.0338493	3200.33	12.792	12.779	0.00277559	0.00277277	2000.01	70.186	58.2409	0.0296979	0.0296007	25036.7	197.07	196.856	0.00527062	0.00526492	290.419	2.384	7.16041	0.0102062	0.0242825	1	0.344	0.343651	0.344	0.343651	0	0	0	0	0	67714.1	52.137	177.002	0.00122743	0.00382808	177.084	11.828	8.60088	0.0667932	0.0485695	5282.56	4.135	19.0829	0.000688341	0.0036126	7767.68	239.484	169.131	0.0272198	0.0212954	7532.38	210.978	210.757	0.0196702	0.0196499	178.744	1.849	5.86161	0.0104606	0.0324141	0	0	0	0	0	
1996-11-15	215	0	1.20285e+15	9.62131e+14	3.22672e+15	4.22339e+07	4.3268e+07	6.88426e+07	1.29027e+08	6.94151e+07	7.54962e+07	782.314	2273.05	3666.05	536920	517711	1.05463e+06	0	0	0	0	0	39375.3	124.517	230.46	0.00489666	0.00697196	25825.6	1461.86	935.81	0.0563638	0.0340272	2631.52	3.102	3.09885	0.00621488	0.00620858	2504.75	60.074	73.4259	0.0217346	0.030284	27967.3	170.734	170.553	0.00558052	0.00557465	533.975	10.593	12.7566	0.0152321	0.0222992	5	2.643	2.64032	0.503235	0.502724	0	0	0	0	0	58739.3	123.403	184.297	0.0047128	0.00386008	240.988	14.669	14.1119	0.0608702	0.0585586	3582.4	6.672	13.2175	0.00131483	0.00396547	7456.87	285.27	186.422	0.0296003	0.0240427	5435.43	243.968	243.711	0.0355971	0.0355604	332.749	2.57	11.3951	0.00835451	0.0343234	0	0	0	0	0	
1996-12-15	216	0	1.19863e+15	8.82094e+14	2.9844e+15	4.27055e+07	4.32557e+07	6.92278e+07	1.2834e+08	6.90791e+07	7.57756e+07	809.584	2451.89	3876.73	534812	517342	1.05215e+06	0	0	0	0	0	33614.9	81.476	217.466	0.00475461	0.00886342	27646.4	1506.23	921.016	0.0433717	0.0309359	2993.88	4.955	4.94997	0.00249295	0.00249042	5437.44	16.839	163.835	0.0204954	0.0346973	21354.1	112.462	112.345	0.00583295	0.0058269	1290.94	24.898	30.2806	0.0250763	0.0229273	11	210.168	209.953	17.9435	17.9251	0	0	0	0	0	46809.1	33.478	161.863	0.000961129	0.00420558	206.2	12.043	13.4751	0.0584044	0.0653496	1144.2	1.285	4.69077	0.00111637	0.00395229	9447.24	314.714	254.456	0.0339169	0.0271404	6223.43	213.03	212.807	0.0305068	0.0304753	76.1065	0.372	2.66918	0.00488789	0.0350717	0	0	0	0	0	
1997-1-15	217	0	1.21974e+15	8.32385e+14	2.90023e+15	4.29779e+07	4.33506e+07	6.9632e+07	1.27847e+08	6.92905e+07	7.64181e+07	838.272	2575.61	4121.77	532871	517248	1.05012e+06	3024.3	10.414	75.8647	0.00341582	0.0251027	38790.1	75.374	271.144	0.00426286	0.00834173	32963	1657.85	1124.63	0.0380238	0.0313817	3539.57	8.572	8.5633	0.00309195	0.00308881	3427.57	38.725	102.233	0.0242431	0.0342244	14698.3	98.139	98.0373	0.00765182	0.00764393	1291.79	39.213	27.1343	0.0227046	0.0217352	18	875.241	874.315	44.5536	44.5067	0	0	0	0	0	40714.8	34.855	147.249	0.00286472	0.0043625	167.164	7.959	11.6628	0.0476119	0.0697684	3069.86	11.885	15.3842	0.00739404	0.00636025	6397.47	109.122	174.816	0.0159526	0.0270495	3934.03	150.557	150.402	0.0371721	0.0371341	965.556	17.203	33.4575	0.0218875	0.0350861	7189.84	9.212	176.087	0.00339486	0.0268997	
1997-2-15	218	0	1.19515e+15	7.80936e+14	2.74365e+15	4.27423e+07	4.33105e+07	6.97909e+07	1.27511e+08	6.93229e+07	7.70336e+07	845.412	2657.58	4299.45	531188	521522	1.05271e+06	3115.85	11.359	88.2467	0.00314636	0.0277232	32073.4	73.691	193.14	0.00450492	0.00844632	18724.3	949.43	698.428	0.0335229	0.0329903	3822.42	5.728	5.72219	0.00310972	0.00310656	2943.76	8.299	99.6789	0.00307752	0.0339981	16737	143.908	143.757	0.00778929	0.00778126	1369.89	32.087	28.1199	0.0197866	0.0199336	19	1111.76	1110.55	53.7468	53.6893	0	0	0	0	0	40914.4	7.13	167.367	0.000203114	0.00482554	203.8	8.332	12.0848	0.0408832	0.0592975	2292.2	15.677	12.5521	0.00695927	0.00548373	6440.3	92.04	170.131	0.0173278	0.0243361	4722.61	170.767	170.59	0.0271597	0.0271318	1022.94	16.691	31.8767	0.0179668	0.0319659	9906.59	15.877	179.983	0.00249082	0.0204774	
1997-3-15	219	0	1.19663e+15	7.23946e+14	2.60008e+15	4.23366e+07	4.33873e+07	6.98499e+07	1.27779e+08	6.98752e+07	7.75796e+07	824.173	2706.72	4397.13	529501	526270	1.05577e+06	9684.94	93.534	265.755	0.00839321	0.0266387	19894.8	86.353	137.562	0.00784808	0.0092519	13013.4	456.329	420.99	0.0328122	0.0309678	4281.43	7.533	7.52536	0.00249338	0.00249085	1524.02	5.909	42.4201	0.00327955	0.0281248	43873.8	398.478	398.009	0.00837445	0.00836532	3616.75	13.175	66.4885	0.00520319	0.0209832	19	685.904	685.184	33.6221	33.5871	0	0	0	0	0	42780.6	25.093	163.996	0.00148572	0.00482104	343.908	4.881	17.9021	0.0141927	0.0520549	1792.04	9.017	9.12184	0.00616282	0.00504551	4307.04	46.305	104.454	0.013626	0.0232751	5246.56	157.481	157.319	0.0284927	0.0284634	780.139	12.399	22.0112	0.0142523	0.0279713	10962	9.962	234.597	0.00234302	0.02237	
1997-4-15	220	0	1.16535e+15	6.69323e+14	2.41742e+15	4.16051e+07	4.33728e+07	6.97009e+07	1.28131e+08	7.02431e+07	7.78376e+07	814.169	2680.23	4416.64	527677	530332	1.05801e+06	32880.1	976.525	801.529	0.020989	0.025166	41134.2	129.135	254.466	0.00652514	0.00886894	31706	1002.96	1140.34	0.0286863	0.0376115	7169.31	24.792	24.7668	0.00415251	0.0041483	1709.95	25.065	49.884	0.0129834	0.0294684	38605.8	425.387	424.882	0.0104338	0.0104226	3394.02	10.572	42.2969	0.0129739	0.0181813	10	66.26	66.1926	6.53353	6.52689	0	0	0	0	0	47732.4	40.488	187.67	0.00276165	0.00445919	260.713	5.22	11.9387	0.0190238	0.0479817	0	0	0	0	0	5039.81	45.993	115.487	0.00752998	0.0249186	4524.44	124.699	124.57	0.0257003	0.025674	1719.23	8.445	48.3226	0.00555902	0.027101	8736.78	5.279	177.596	0.00194552	0.0196474	
1997-5-15	221	0	1.09653e+15	6.28702e+14	2.20922e+15	4.06455e+07	4.32909e+07	6.90951e+07	1.28588e+08	7.03954e+07	7.7671e+07	799.049	2619.83	4365.22	525285	533285	1.05857e+06	64061.7	1615.21	1421.79	0.0232081	0.0258347	41345.1	145.108	241.301	0.00982181	0.00952664	60765.2	1386.01	2398.85	0.0364753	0.0373353	5756.25	46.588	46.5407	0.00955235	0.00954265	0	0	0	0	0	26908.7	504.962	504.319	0.0107114	0.0106998	3597.71	18.486	52.593	0.0243209	0.0203594	4	4.119	4.11482	1.06484	1.06376	0	0	0	0	0	28688.7	17.49	108.112	0.000944393	0.003582	262.25	7.249	10.7884	0.0276416	0.0411378	0	0	0	0	0	7105.93	79.869	148.392	0.0159685	0.0207771	6654.35	210.516	210.297	0.030155	0.0301239	1906.24	24.57	51.7836	0.0133099	0.0264121	12290.8	5.097	237.157	0.00521345	0.0209498	
1997-6-15	222	0	1.03564e+15	6.95406e+14	2.19592e+15	3.96434e+07	4.32497e+07	6.82372e+07	1.29318e+08	7.04867e+07	7.70812e+07	794.988	2575.11	4274.08	523143	538070	1.06121e+06	51073.3	1273.99	1144.45	0.0237305	0.0244129	49636.3	239.695	272.178	0.00833779	0.00655568	43372.5	1752.68	1610.37	0.042568	0.0383966	5579.11	56.666	56.6083	0.00697811	0.00697103	250.31	4.136	7.40609	0.0165235	0.0295877	34752.9	456.204	455.653	0.0141873	0.0141722	2111.33	16.326	37.347	0.0204538	0.0239628	0	0	0	0	0	0	0	0	0	0	23521.9	43.722	91.8696	0.00182279	0.00392493	196.16	6.581	7.30963	0.0335491	0.0372636	779.7	2.358	5.21012	0.00264208	0.00641378	7958.51	140.344	166.094	0.0334326	0.0197672	4820.89	146.625	146.473	0.0284629	0.0284337	480.087	10.057	12.2388	0.0266244	0.0253029	7212.97	23.176	140.631	0.0171164	0.0217372	
1997-7-15	223	0	1.01641e+15	8.37336e+14	2.40191e+15	3.90533e+07	4.3165e+07	6.73463e+07	1.29686e+08	7.03988e+07	7.62148e+07	782.08	2545.51	4223.57	521179	543636	1.06481e+06	49443.5	1362.86	1012.93	0.0258129	0.022984	58290.5	161.573	297.387	0.00446203	0.0059165	27634	1484.15	1205.83	0.0520937	0.0385634	5031.27	60.022	59.9609	0.010214	0.0102036	2149.61	113.674	62.7441	0.0356443	0.0302373	39248.8	500.454	499.853	0.0124068	0.0123936	314.161	4.952	8.52191	0.0158104	0.0271293	0	0	0	0	0	0	0	0	0	0	38120.7	288.297	176.97	0.00652712	0.00413848	599.89	25.62	21.8723	0.0427078	0.0364605	10057	152.571	63.0939	0.0124265	0.00588559	7926.46	257.539	172.317	0.0321587	0.0201666	7051.63	257.323	257.05	0.0366585	0.0366206	915.32	36.125	21.6385	0.0478055	0.0246105	10461.8	8.683	194.591	0.0165907	0.0165664	
1997-8-15	224	0	1.05887e+15	1.02833e+15	2.83606e+15	3.8911e+07	4.31244e+07	6.6802e+07	1.30029e+08	7.03837e+07	7.54286e+07	754.642	2537.56	4189.18	519247	540710	1.05996e+06	25976.5	878.075	509.029	0.0277761	0.0206817	50016.6	152.42	262.959	0.00360772	0.0052048	31923.1	1267.11	1329.89	0.038399	0.0355302	6041.38	52.071	52.018	0.0104541	0.0104435	1849.21	111.101	51.2098	0.052274	0.0286003	30753.8	398.158	397.664	0.00799577	0.00798636	0	0	0	0	0	1	1.168	1.16682	1.168	1.16682	0	0	0	0	0	42289.7	277.078	198.128	0.00521047	0.00451219	375.13	15.909	13.3413	0.0424093	0.0355645	28315.1	242.185	186.383	0.0161289	0.00706506	7588.93	246.948	162.2	0.0330462	0.020206	6350.68	205.786	205.571	0.0302928	0.0302615	1391.41	53.819	31.4093	0.041516	0.0228787	12709	26.233	264.311	0.0540387	0.0216407	
1997-9-15	225	0	1.06104e+15	1.07856e+15	3.09334e+15	3.97068e+07	4.3003e+07	6.69749e+07	1.30149e+08	7.02281e+07	7.51663e+07	783.34	2494.74	4158.37	517832	536713	1.05455e+06	7148.72	162.805	218.506	0.0217373	0.0274848	68680.4	321.983	346.249	0.00439824	0.00571904	28787	865.131	994.945	0.0271383	0.0296501	4579.67	23.573	23.5491	0.00470156	0.00469679	1063.8	72.697	30.8409	0.0687342	0.0290196	33326.9	569.814	569.05	0.00713178	0.00712323	769.848	1.754	19.1841	0.00498843	0.0254172	1	0.065	0.064932	0.065	0.0649322	0	0	0	0	0	58202.3	158.452	301.547	0.00264787	0.00471869	450.86	30.189	16.6025	0.0669587	0.036824	22603.4	180.569	114.638	0.0122157	0.00634806	6116.95	171.074	119.757	0.0268879	0.0200739	4991.33	245.814	245.553	0.0400425	0.0400007	890.306	20.529	25.1476	0.0227385	0.0279328	10886.6	11.618	219.35	0.0281205	0.021619	
1997-10-15	226	0	1.02069e+15	1.04823e+15	3.18694e+15	4.06686e+07	4.27678e+07	6.73258e+07	1.299e+08	6.97917e+07	7.52043e+07	841.898	2499.96	4154.87	516414	529688	1.0461e+06	0	0	0	0	0	68624.2	197.388	316.652	0.00307267	0.00497489	28026.2	868.48	876.596	0.0306776	0.0280986	5060.2	12.755	12.7421	0.00254805	0.00254547	1941.18	36.843	65.0076	0.0163757	0.0339865	39353.9	497.661	497.061	0.00745476	0.00744657	277.255	2.706	6.80798	0.00995338	0.0245743	2	0.22	0.21977	0.118083	0.11796	0	0	0	0	0	57038.8	94.132	162.764	0.00495604	0.00321461	1010.32	44.71	44.4539	0.036495	0.0440133	14459.7	22.734	63.7761	0.00359401	0.00489444	6233.48	184.053	157.859	0.0300737	0.0256449	6583.95	266.205	265.922	0.0472616	0.0472125	3445.16	136.618	117.326	0.0361777	0.0340304	12048.6	9.619	249.403	0.0194583	0.0248362	
1997-11-15	227	0	9.71414e+14	9.67115e+14	3.02918e+15	4.13382e+07	4.25993e+07	6.75387e+07	1.29302e+08	6.92895e+07	7.49362e+07	893.806	2641.7	4249.24	514365	523255	1.03762e+06	0	0	0	0	0	42834.6	132.522	211.225	0.00285616	0.005023	33793.3	2024.22	1136.83	0.0494859	0.0358223	4404.43	6.87	6.86303	0.00450995	0.00450537	1645.32	70.346	48.716	0.0320851	0.0314766	22559.3	413.344	412.874	0.01111	0.0110982	797.503	18.311	19.3443	0.0228532	0.0237423	4	0.985	0.984001	0.233112	0.232875	0	0	0	0	0	68215.4	96.38	234.531	0.0044344	0.00398388	1225.02	70.98	70.7123	0.0533455	0.0632136	30544.9	54.45	134.817	0.00430562	0.00615277	8859.88	384.96	255.218	0.0455036	0.0284592	7947.33	373.773	373.34	0.0415444	0.0414999	4457.06	238.255	167.611	0.0465322	0.034743	13300.5	12.961	304.632	0.0345483	0.0303381	
1997-12-15	228	0	9.05236e+14	8.89301e+14	2.71131e+15	4.16018e+07	4.24476e+07	6.75131e+07	1.28709e+08	6.87025e+07	7.47523e+07	941.502	2819.89	4490.7	511812	521546	1.03336e+06	363.361	3.32	8.31688	0.0128437	0.0243948	13803.6	21.448	57.0509	0.00297694	0.00480688	20791.6	1947.65	699.835	0.071401	0.0352992	4711.13	7.255	7.24764	0.00262138	0.00261872	1558.26	42.118	52.1198	0.0299906	0.0348187	27852	268.006	267.715	0.00660749	0.00660044	462.798	14.454	10.7102	0.0188384	0.0220593	6	91.901	91.8074	13.8476	13.8335	0	0	0	0	0	52276.3	68.838	238.567	0.00249267	0.00398067	1226.72	66.652	84.9894	0.048226	0.0755351	9888.1	14.37	60.2862	0.0030199	0.00791971	7335.3	332.983	214.147	0.0411628	0.0290911	8738.97	311.015	310.679	0.0335992	0.0335642	2324.77	144.404	88.7778	0.0694532	0.0366958	10624.1	19.113	261.908	0.030724	0.0272513	
1998-1-15	229	0	9.29016e+14	8.08525e+14	2.58204e+15	4.1435e+07	4.24855e+07	6.72147e+07	1.28559e+08	6.88369e+07	7.48698e+07	992.396	2977.49	4764.45	508587	520180	1.02877e+06	0	0	0	0	0	5472.14	5.952	23.8784	0.00197287	0.00443212	59235	2917.59	1677.69	0.0501591	0.0340038	5905.29	12.851	12.838	0.00219972	0.00219748	1226.48	43.12	45.7109	0.0345882	0.0361636	16536.9	34.776	34.7406	0.00554012	0.0055345	1477.87	46.488	30.6432	0.0271624	0.0207186	27	1638.11	1636.23	54.5695	54.5085	0	0	0	0	0	0	0	0	0	0	1761.25	51.97	126.848	0.0267463	0.0808642	0	0	0	0	0	6560.01	185.625	200.391	0.0258573	0.0275714	5963.81	247.444	247.173	0.0215729	0.0215502	431.1	20.844	14.498	0.0453995	0.0333703	8407.25	8.773	171.716	0.0129103	0.0303006	
1998-2-15	230	0	9.35378e+14	7.51153e+14	2.4615e+15	4.09446e+07	4.26131e+07	6.70261e+07	1.28484e+08	6.91648e+07	7.50211e+07	1030.64	3130.63	5018.67	506403	522590	1.02899e+06	6271.53	41.504	185.381	0.00528695	0.0283187	19753.7	66.285	100.487	0.00388288	0.00570384	51642.3	2087.02	1499.11	0.0345679	0.0281271	6947.38	17.022	16.9856	0.00442285	0.00367778	999.375	31.999	30.9422	0.0305664	0.0322356	23093.8	32.637	32.6038	0.00351841	0.00351484	1455.43	36.928	30.039	0.0257382	0.0213506	19	1312.98	1311.55	62.9731	62.9054	0	0	0	0	0	93599.1	169.144	366.462	0.0048995	0.00488462	7511.24	220.475	441.989	0.029159	0.0698883	4503.92	27.875	30.9113	0.00551965	0.00719559	6379.11	136.016	170.972	0.0239331	0.0259465	6299.46	193.075	192.869	0.0243864	0.0243613	160	6.164	5.26455	0.038525	0.0329034	7716.6	13.029	192.825	0.00912578	0.0273609	
1998-3-15	231	0	9.40391e+14	6.71829e+14	2.31001e+15	4.02866e+07	4.2698e+07	6.68533e+07	1.28609e+08	6.96244e+07	7.51526e+07	1044.63	3269.94	5250.75	504270	526575	1.03084e+06	9949.99	115.305	301.215	0.0101149	0.0269547	28394.1	132.426	165.587	0.00569245	0.00613987	27036.7	912.209	735.357	0.0320593	0.026878	7371.97	17.111	17.0936	0.00322879	0.00322551	1213.7	43.674	32.2226	0.0397937	0.0282669	26132.6	42.386	42.3428	0.00554159	0.00553596	2407.78	16.841	43.2146	0.00785238	0.0195574	12	600.984	600.361	49.3264	49.2755	0	0	0	0	0	77691.8	86.775	292.283	0.00675788	0.00434722	5355	135.616	265.166	0.0264601	0.0539605	3877.86	35.225	23.8777	0.0129184	0.00695172	6032.66	96.753	127.385	0.0159741	0.0196326	7390.27	286.062	285.742	0.0355928	0.0355556	3067.35	62.027	85.8046	0.0177321	0.0285241	6150.41	11.971	163.435	0.00536236	0.0249841	
1998-4-15	232	0	9.2243e+14	6.07448e+14	2.12795e+15	3.94523e+07	4.27402e+07	6.64875e+07	1.29077e+08	7.00706e+07	7.49818e+07	1051.2	3355.29	5433.11	502097	530461	1.03256e+06	28491.2	869.993	709.603	0.0269837	0.0259405	119620	650.092	709.858	0.0119219	0.00841964	34828.3	1148.82	914.05	0.0357068	0.0290951	7713.45	50.454	50.4027	0.00775177	0.0077439	2336.15	43.491	61.5941	0.0228848	0.0292522	10164.6	94.423	94.3257	0.00896037	0.00895121	1641.65	22.776	25.259	0.0274098	0.02054	6	101.834	101.73	15.1633	15.1479	0	0	0	0	0	65269.4	59.395	221.228	0.00221685	0.00370345	13377.4	637.148	597.109	0.0214456	0.059425	1294.5	12.813	8.14277	0.00978386	0.00689617	6314.34	103.138	135.451	0.0172283	0.0215036	8200.62	305.116	304.764	0.0314714	0.0314378	3813.33	53.351	103.34	0.0173575	0.028395	6935.71	7.336	145.084	0.0122179	0.0225966	
1998-5-15	233	0	9.28844e+14	5.61102e+14	1.98477e+15	3.85149e+07	4.28065e+07	6.58448e+07	1.29918e+08	7.0436e+07	7.44609e+07	1059.14	3383.7	5541.94	500112	535057	1.03517e+06	48201.6	1529.84	1126.42	0.0297507	0.0263785	56696.6	429.226	311.412	0.011536	0.00737008	39466.5	1756.14	1379.23	0.0335594	0.0326204	9145.05	70.848	70.776	0.00846084	0.00845226	2970.32	74.598	81.3781	0.0261169	0.0294135	4798	28.406	28.377	0.00415651	0.00415228	3063.95	43.362	45.7956	0.0311889	0.0205974	3	35.542	35.5058	9.9104	9.90033	0	0	0	0	0	45115.3	62.672	195.064	0.0029129	0.00361177	8178.11	251.758	335.186	0.0273961	0.0554557	1427.1	23.262	5.62619	0.0184458	0.0038636	6766.57	209.423	164.704	0.0278592	0.0203678	7196.46	297.588	297.242	0.0341539	0.0341173	2619.08	35.438	74.7977	0.0110165	0.0299482	8352.19	11.271	133.75	0.0119807	0.0218199	
1998-6-15	234	0	9.99782e+14	5.90203e+14	2.04132e+15	3.79238e+07	4.28432e+07	6.52556e+07	1.30667e+08	7.05686e+07	7.3852e+07	1031.67	3396.36	5581.82	498892	539377	1.03827e+06	38080.6	1311.12	969.329	0.0239505	0.0269741	124510	920.171	733.491	0.00731903	0.00607387	38884.7	1919.96	1507.37	0.0482766	0.0368396	8097.39	100.364	100.262	0.0098796	0.00986956	3671.21	156.251	101.334	0.0399485	0.0275227	21220.5	49.316	49.2653	0.0047114	0.00470658	4639.27	68.308	100.299	0.0483027	0.023086	1	0.048	0.0479505	0.048	0.0479506	0	0	0	0	0	46703.2	145.13	221.199	0.00327873	0.00403868	13410.9	954.968	528.341	0.0743786	0.0566061	4199.2	84.08	25.201	0.0202862	0.00638355	6951.3	364.354	155.547	0.0484093	0.0203111	7753.7	435.486	434.963	0.0525217	0.0524634	3169.46	94.305	73.776	0.0248782	0.0231685	8493.97	18.683	204.752	0.0320805	0.0185895	
1998-7-15	235	0	1.07568e+15	7.48783e+14	2.34226e+15	3.76284e+07	4.27054e+07	6.4603e+07	1.31021e+08	7.04121e+07	7.29431e+07	965.571	3374.15	5567.34	498072	544703	1.04278e+06	39630.4	1405.51	1151.62	0.0271858	0.0287719	169963	1975.16	899.479	0.0139809	0.00584186	22757.1	1068.65	928.999	0.0409684	0.0407901	9055.02	81.19	81.1073	0.00628604	0.00627964	3325.42	143.476	91.7499	0.0451749	0.0254811	32389.4	124.587	124.457	0.00412962	0.00412535	1844.14	91.485	48.2907	0.0499677	0.0265299	1	0.008	0.00799181	0.008	0.00799175	0	0	0	0	0	78584.7	415.953	392.42	0.0063868	0.00381293	11294.1	718.165	444.135	0.0547778	0.0552898	4523.4	49.23	20.2576	0.0125506	0.00499471	8672.06	453.381	168.673	0.0500139	0.0176691	6076.56	274.923	274.621	0.0400118	0.0399688	2864.28	117.126	66.5134	0.0371227	0.0261883	8074.52	18.76	197.426	0.0236129	0.0205567	
1998-8-15	236	0	1.16084e+15	9.84182e+14	2.85446e+15	3.78497e+07	4.26027e+07	6.4575e+07	1.31141e+08	7.01331e+07	7.23919e+07	905.751	3247.39	5461.65	498008	541593	1.0396e+06	22152.7	973.456	611.162	0.0343493	0.028887	107168	1666.36	531.929	0.0120506	0.00599504	18678.5	659.885	800.899	0.0312555	0.0433115	8499.8	65.439	65.3723	0.00947625	0.00946663	2419.23	94.879	68.2447	0.0518087	0.029403	25668.1	136.953	136.81	0.00931904	0.00930945	2176.75	58.081	60.7855	0.0352233	0.026736	2	4.899	4.89403	2.10286	2.10072	0	0	0	0	0	106376	462.563	417.74	0.00593199	0.00385216	932.12	27.06	36.9846	0.0223521	0.0463326	38518.8	353.901	204.851	0.0136232	0.00646959	7880.22	340.442	150.047	0.0419211	0.0176724	6971.27	247.112	246.841	0.0374737	0.0374332	1377.38	49.991	28.6483	0.0272403	0.0220232	2398.78	25.915	34.0707	0.00623105	0.0142788	
1998-9-15	237	0	1.17981e+15	1.06423e+15	3.18747e+15	3.8813e+07	4.25142e+07	6.51556e+07	1.30902e+08	6.97559e+07	7.23462e+07	931.285	3062.59	5238.77	499175	537638	1.03681e+06	2486.46	122.965	68.0467	0.040957	0.0267568	68180.9	381.676	301.327	0.00829941	0.00570342	4052.93	98.284	122.881	0.0242107	0.0303311	8111.71	40.891	40.8495	0.00544189	0.00543637	2936.9	106.297	89.628	0.0334402	0.0305669	23726.2	210.499	210.279	0.0201935	0.0201729	4507.95	99.666	120.321	0.0232911	0.0260285	0	0	0	0	0	0	0	0	0	0	91592.4	332.108	326.571	0.00443147	0.00364216	10327.3	567.978	415.766	0.0511846	0.0326249	46358.1	495.058	288.574	0.0122101	0.0065829	6872.87	211.529	159.989	0.0296798	0.0234348	9076.66	279.336	279.022	0.0297407	0.0297085	2346.56	39.416	72.4142	0.0153007	0.0302809	5405.58	16.77	136.89	0.00470418	0.0242471	
