date	tstep	P in 10N-45N	P in 10S-10N	P in 35S-10S	P total	F_epi	F_meso	F_mmeso	F_bathy	F_mbathy	F_hmbathy	B Larvae alb	B Juv alb	B Rec alb	B Young alb	B Adult alb	B Totalalb	effort L1	obs C_alb_L1	pred C_alb_L1	obs CPUE_alb_L1	pred CPUE_alb_L1	effort L2	obs C_alb_L2	pred C_alb_L2	obs CPUE_alb_L2	pred CPUE_alb_L2	effort L3	obs C_alb_L3	pred C_alb_L3	obs CPUE_alb_L3	pred CPUE_alb_L3	effort L4	obs C_alb_L4	pred C_alb_L4	obs CPUE_alb_L4	pred CPUE_alb_L4	effort L5	obs C_alb_L5	pred C_alb_L5	obs CPUE_alb_L5	pred CPUE_alb_L5	effort L6	obs C_alb_L6	pred C_alb_L6	obs CPUE_alb_L6	pred CPUE_alb_L6	effort L7	obs C_alb_L7	pred C_alb_L7	obs CPUE_alb_L7	pred CPUE_alb_L7	effort T8	obs C_alb_T8	pred C_alb_T8	obs CPUE_alb_T8	pred CPUE_alb_T8	effort G9	obs C_alb_G9	pred C_alb_G9	obs CPUE_alb_G9	pred CPUE_alb_G9	effort L10	obs C_alb_L10	pred C_alb_L10	obs CPUE_alb_L10	pred CPUE_alb_L10	effort L11	obs C_alb_L11	pred C_alb_L11	obs CPUE_alb_L11	pred CPUE_alb_L11	effort L12	obs C_alb_L12	pred C_alb_L12	obs CPUE_alb_L12	pred CPUE_alb_L12	effort L13	obs C_alb_L13	pred C_alb_L13	obs CPUE_alb_L13	pred CPUE_alb_L13	effort L14	obs C_alb_L14	pred C_alb_L14	obs CPUE_alb_L14	pred CPUE_alb_L14	effort L15	obs C_alb_L15	pred C_alb_L15	obs CPUE_alb_L15	pred CPUE_alb_L15	effort L16	obs C_alb_L16	pred C_alb_L16	obs CPUE_alb_L16	pred CPUE_alb_L16	
1989-6-15	126	0	1.15768e+15	7.09485e+14	2.32195e+15	3.98309e+07	4.37029e+07	6.83779e+07	1.30338e+08	7.11977e+07	7.70391e+07	845.303	2858.68	4797.48	504452	588559	1.09301e+06	39118.1	750.425	753.246	0.0126951	0.0194375	57536.5	250.424	657.921	0.0107128	0.0134688	47320.4	1530.25	2482.23	0.0318647	0.0511519	4886.07	120.547	120.423	0.0121774	0.012165	960.32	32.863	27.6097	0.0247721	0.0281782	33150.7	9.15	9.14071	0.000246531	0.00024628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24709.9	51.8	99.919	0.00286028	0.00358722	0	0	0	0	0	16781	110.446	137.153	0.0151578	0.00834844	0	0	0	0	0	0	0	0	0	0	529.47	20.396	14.727	0.0360615	0.0274276	0	0	0	0	0	
1989-7-15	127	0	1.21573e+15	8.46504e+14	2.61059e+15	3.94391e+07	4.36888e+07	6.78237e+07	1.31022e+08	7.12349e+07	7.63099e+07	791.828	2769.96	4639.47	504723	592099	1.09682e+06	32276	738.244	568.449	0.0170892	0.0210999	65018	382.052	684.145	0.0121271	0.0131301	58944.7	2293.98	2726.86	0.0318015	0.0482291	8779.48	288.305	288	0.0167744	0.0167571	338.41	33.318	9.98852	0.0953435	0.0295779	10099.3	1.868	1.86611	0.000432161	0.000431723	0	0	0	0	0	1	0.062	0.0619371	0.062	0.0619371	0	0	0	0	0	37312.1	119.378	150.288	0.00222058	0.00391422	0	0	0	0	0	20792.7	31.015	131.621	0.00738894	0.00593648	0	0	0	0	0	0	0	0	0	0	397.89	12.928	10.6123	0.0320327	0.0264635	0	0	0	0	0	
1989-8-15	128	0	1.27151e+15	1.02029e+15	3.00898e+15	3.95893e+07	4.37171e+07	6.7657e+07	1.31374e+08	7.11933e+07	7.5781e+07	736.583	2638.83	4469.58	505439	586230	1.09167e+06	36106.9	833.515	605.793	0.0220005	0.0190436	66335.5	270.56	587.212	0.0113437	0.0122571	68613.8	1699.73	2334.13	0.0188798	0.0315513	7134.61	87.532	87.4426	0.00901666	0.0090075	704.049	65.773	20.6485	0.109632	0.0281981	11787.3	1.319	1.31766	0.000409028	0.000408613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39429.6	126.339	145.05	0.00382131	0.00370416	0	0	0	0	0	14483	20.532	87.3008	0.00589496	0.00613676	74	1	0.922297	0.0135135	0.0124635	0	0	0	0	0	636.93	28.434	17.0434	0.0412439	0.0284131	0	0	0	0	0	
1989-9-15	129	0	1.24571e+15	1.0829e+15	3.23033e+15	4.0399e+07	4.37133e+07	6.80874e+07	1.31435e+08	7.10411e+07	7.58176e+07	747.661	2480.11	4247.58	506949	580072	1.08702e+06	29390.1	650.339	546.924	0.0181899	0.0195558	38304.9	76.988	303.78	0.00417712	0.00947682	51114.9	637.464	1507.09	0.0121221	0.0291766	764.761	2.181	2.17879	0.00327836	0.00327504	1430.94	55.396	44.0231	0.0543703	0.0301606	28243.2	17.041	17.0237	0.00318131	0.00317808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49272.9	175.725	159.36	0.00649645	0.00408671	0	0	0	0	0	19914	74.134	145.641	0.00542027	0.00817951	201.8	2.263	2.73148	0.0112141	0.0135356	0	0	0	0	0	331.02	11.31	9.8743	0.0310081	0.0313061	0	0	0	0	0	
1989-10-15	130	0	1.25754e+15	1.03621e+15	3.36277e+15	4.13116e+07	4.36929e+07	6.86948e+07	1.31273e+08	7.07683e+07	7.60667e+07	800.101	2407.19	4077.19	508757	571776	1.08053e+06	6459.21	52.027	132.367	0.00788242	0.0206189	42209.1	102.965	364.735	0.00689813	0.0103861	18402.7	116.1	448.298	0.010258	0.0238712	854.319	5.53	5.52439	0.00732702	0.00731959	2056.16	86.176	69.3713	0.0370592	0.0331302	28598.6	9.081	9.07175	0.000238796	0.000238554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33534.3	36.647	102.805	0.00476888	0.00438183	0	0	0	0	0	15238	37.315	105.633	0.00400102	0.00732973	394.4	4.305	7.02763	0.0109153	0.0178185	0	0	0	0	0	562.05	17.199	21.1883	0.0270856	0.0377653	0	0	0	0	0	
1989-11-15	131	0	1.21985e+15	9.31475e+14	3.20664e+15	4.21779e+07	4.36724e+07	6.9342e+07	1.30688e+08	7.04508e+07	7.62579e+07	831.97	2500.24	4061.15	510192	564107	1.0743e+06	3925	27.342	82.1215	0.00702919	0.0208247	56323.6	71.012	436.295	0.00636366	0.010387	17842.8	593.215	491.995	0.023038	0.0299682	579.997	7.038	7.03084	0.0122658	0.0122533	2358.75	71.174	78.3116	0.0358614	0.0339641	17465.7	12.095	12.0827	0.000712328	0.000711605	0	0	0	0	0	10	44.288	44.2429	2.99182	2.98877	3	172.961	172.78	50.6996	50.6471	15491.7	107.215	52.5637	0.0101675	0.00542516	0	0	0	0	0	4499	0	31.5648	0	0	424	3.725	8.19793	0.00878538	0.0193347	0	0	0	0	0	639.24	23.028	26.1301	0.0356284	0.0419169	0	0	0	0	0	
1989-12-15	132	0	1.21523e+15	8.86152e+14	3.02643e+15	4.26956e+07	4.37378e+07	6.97012e+07	1.3012e+08	7.01877e+07	7.6694e+07	856.864	2638.32	4215.58	508310	559373	1.06768e+06	7588.3	119.029	148.381	0.011164	0.0203096	36823.3	107.989	305.412	0.00657838	0.0108798	34725.1	893.013	1296.49	0.027719	0.0398588	459.41	3.448	3.44401	0.00789456	0.00788441	2633.14	93.114	92.2654	0.0476692	0.0363479	25524	8.146	8.13769	0.000189763	0.000189569	0	0	0	0	0	19	1181.88	1180.49	67.9688	67.8901	3	2582.83	2563.19	823.888	819.425	21999.7	66.787	75.7393	0.00198041	0.00340914	0	0	0	0	0	5029	29.827	39.9993	0.0270055	0.0114764	398	3.59	8.17097	0.00915436	0.0207085	0	0	0	0	0	229.23	9.676	10.7653	0.0342015	0.0447808	0	0	0	0	0	
1990-1-15	133	0	1.22055e+15	8.2324e+14	2.89004e+15	4.27893e+07	4.36137e+07	6.98879e+07	1.29658e+08	7.0043e+07	7.71444e+07	892.549	2728.84	4406.41	506122	555053	1.06118e+06	5971.05	60.037	120.496	0.00900493	0.020713	28434	43.579	226.625	0.00503923	0.0131054	42879.8	952.359	1437.7	0.0258766	0.0349471	425.111	3.349	3.34549	0.00653984	0.00653263	1584.5	72.916	59.3263	0.0433272	0.035938	32849.8	4.995	4.98992	0.000506249	0.000505736	0	0	0	0	0	5	1211.76	1210.33	209.129	208.89	6	3271.36	3260.29	453.296	452.001	52235.9	51.442	166.703	0.00279673	0.00413229	0	0	0	0	0	8319	85.764	76.147	0.0137874	0.0098634	404.7	4.935	8.57568	0.0139051	0.0206046	0	0	0	0	0	139.2	2.527	5.75313	0.0168405	0.0421291	0	0	0	0	0	
1990-2-15	134	0	1.21525e+15	7.76977e+14	2.78684e+15	4.25405e+07	4.36982e+07	7.0062e+07	1.29593e+08	7.05118e+07	7.78603e+07	898.017	2816.54	4556.39	506622	555764	1.06239e+06	2332.06	13.755	46.0687	0.00574427	0.0201852	28607.7	21.667	188.649	0.00406633	0.0109281	32799.2	551.54	1007.62	0.016362	0.0335035	260.34	0.704	0.703282	0.00343842	0.00343492	1350.3	47.454	50.057	0.0331014	0.0358491	19348.5	2.905	2.90205	0.00028976	0.000289466	0	0	0	0	0	8	929.597	928.508	95.3668	95.2575	12	1406.96	1405.34	118.477	118.345	27734.1	4.053	83.5265	0.00181466	0.0037277	0	0	0	0	0	11511	122.026	111.85	0.0180659	0.00963302	333.6	2.994	6.70478	0.0102207	0.0199192	0	0	0	0	0	100.273	2.016	3.92345	0.017496	0.0395331	0	0	0	0	0	
1990-3-15	135	0	1.19129e+15	7.13403e+14	2.58895e+15	4.19534e+07	4.35847e+07	6.9885e+07	1.29852e+08	7.08233e+07	7.822e+07	871.857	2877.72	4661.16	506719	556931	1.06365e+06	7314.88	12.4	101.625	0.00390852	0.0179793	16580.2	14.29	137.367	0.00328851	0.012216	18996.2	347.622	462.891	0.0161766	0.031232	451.123	1.05	1.04894	0.00189909	0.00189717	2993.52	65.233	88.336	0.0161264	0.0308188	37086.4	9.004	8.99485	0.00234849	0.00234611	0	0	0	0	0	7	1330.75	1328.2	171.104	170.808	5	884.59	883.346	155.083	154.87	26413.9	10.983	77.2173	0.00108128	0.00367192	0	0	0	0	0	5554	47.196	51.4418	0.00716502	0.0084373	284.8	3.305	5.16845	0.0116046	0.0181477	0	0	0	0	0	524.21	11.055	16.8047	0.0180486	0.0324461	0	0	0	0	0	
1990-4-15	136	0	1.15393e+15	6.584e+14	2.38523e+15	4.09893e+07	4.35972e+07	6.94116e+07	1.30402e+08	7.11534e+07	7.81328e+07	861.567	2841.2	4686.37	508283	558908	1.06719e+06	14823	32.621	190.599	0.00795841	0.0157464	19900.7	49.534	166.22	0.00295473	0.00969812	24212.7	946.606	761.25	0.0388383	0.0313017	674.62	2.704	2.70126	0.00444016	0.00443565	3169.53	51.116	86.0906	0.0186864	0.0272518	40267.1	6.714	6.70718	0.000234958	0.000234719	295.379	4.702	6.33929	0.0159185	0.0214615	2	53.275	53.2204	31.5522	31.52	0	0	0	0	0	18187	5.16	64.2003	0.000550317	0.00374555	0	0	0	0	0	9841.69	10.894	82.9309	0.0086688	0.00711756	226.5	2.005	3.88794	0.0088521	0.0171653	0	0	0	0	0	440.18	11.179	13.6266	0.0253305	0.0308175	0	0	0	0	0	
1990-5-15	137	0	1.10266e+15	6.20692e+14	2.23339e+15	3.99386e+07	4.36496e+07	6.86835e+07	1.31009e+08	7.14972e+07	7.7716e+07	858.628	2770.04	4622.08	509703	561383	1.07109e+06	20699.9	186.007	302.988	0.0138224	0.017835	38879.6	95.159	269.043	0.00354016	0.00887055	25286.7	659.992	1066.56	0.0289718	0.0446843	1594.23	13.884	13.8699	0.00734248	0.00733503	3945.57	153.855	105.748	0.0355581	0.0271146	13282.2	2.051	2.04892	0.000180136	0.000179954	237.621	9.87	5.24826	0.0415368	0.0220867	1	0.657	0.656334	0.657	0.656334	0	0	0	0	0	32593.8	15.042	150.429	0.000489507	0.00370141	0	0	0	0	0	7083	7.991	59.9871	0.0282607	0.00947479	367	4.13	6.1016	0.0106443	0.0164672	0	0	0	0	0	216.56	4.998	6.44142	0.0230791	0.0297443	0	0	0	0	0	
1990-6-15	138	0	1.07948e+15	7.03325e+14	2.24906e+15	3.91064e+07	4.36943e+07	6.78006e+07	1.31984e+08	7.17851e+07	7.70505e+07	842.341	2740.31	4533.69	511149	564232	1.07538e+06	42325.8	732.05	709.551	0.0149067	0.0181693	79167.8	263.817	598.976	0.00347888	0.00808818	17251.1	1064.55	772.152	0.0500153	0.0440335	4930.73	49.923	49.872	0.00668389	0.00667709	2609.92	132.339	69.9323	0.0504131	0.0268713	36384.8	8.941	8.93192	0.000391832	0.000391435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45794.9	41.847	230.981	0.00107808	0.00361177	0	0	0	0	0	7889	25.133	71.5172	0.0223462	0.00887435	263.5	5.473	4.29822	0.0205245	0.0161492	0	0	0	0	0	43.78	1.236	1.30899	0.0280712	0.0298244	0	0	0	0	0	
1990-7-15	139	0	1.09388e+15	8.58311e+14	2.50243e+15	3.85789e+07	4.36551e+07	6.7065e+07	1.32486e+08	7.17866e+07	7.61646e+07	795.307	2713.13	4480.61	512801	567858	1.08066e+06	40314	697.297	837.938	0.0209192	0.0223739	79521.9	245.661	564.049	0.00388977	0.00807382	19181.1	730.952	755.305	0.035867	0.0389875	5327.35	128.665	128.532	0.0155112	0.0154954	2325.97	104.912	61.8315	0.0383146	0.025108	43808.7	4.431	4.42651	9.17326e-05	9.16396e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96201	154.654	417.578	0.00171107	0.00397412	0	0	0	0	0	7621.47	42.233	59.7529	0.00746883	0.0084457	344.3	5.93	5.43822	0.0162597	0.0155043	0	0	0	0	0	608.4	38.838	25.7713	0.0638363	0.0423592	0	0	0	0	0	
1990-8-15	140	0	1.16051e+15	9.65596e+14	2.82217e+15	3.8701e+07	4.35959e+07	6.6698e+07	1.32758e+08	7.1589e+07	7.54267e+07	727.559	2628.98	4393.97	514735	562150	1.07688e+06	40029.8	787.272	815.605	0.018916	0.0218557	69037.6	110.334	505.009	0.00394422	0.00901879	24418	1243.92	1014.4	0.0444415	0.0407778	1539.43	10.964	10.9529	0.00859132	0.0085826	2397	145.793	63.5581	0.0549155	0.0259297	37297.9	8.348	8.33953	0.00037841	0.000378026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100987	488.407	360.865	0.00471952	0.00339886	0	0	0	0	0	12475.7	23.683	58.3498	0.0171762	0.00662719	275	5.93	4.19594	0.0193311	0.0144827	0	0	0	0	0	571.04	42.725	19.9031	0.070046	0.030977	0	0	0	0	0	
1990-9-15	141	0	1.17759e+15	1.06146e+15	3.22156e+15	3.94838e+07	4.3561e+07	6.69424e+07	1.32878e+08	7.14557e+07	7.52519e+07	753.669	2464.95	4208.81	517255	554758	1.07201e+06	22880.7	572.834	459.298	0.0235334	0.0219452	66865.1	125.758	501.675	0.00180916	0.00713886	41087.4	1208.06	1878.55	0.026701	0.0448631	2073.21	33.66	33.6257	0.0173791	0.0173614	2441.96	96.129	74.0951	0.0357407	0.0301426	64855	23.443	23.4191	0.000786705	0.000785906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85972	145.343	296.862	0.00245121	0.00316005	0	0	0	0	0	5843	135.242	44.9053	0.032549	0.0090079	408.55	7.388	7.16763	0.0174562	0.0171408	0	0	0	0	0	0	0	0	0	0	81.33	0	1.30169	0	0	
1990-10-15	142	0	1.16584e+15	1.01921e+15	3.31488e+15	4.06275e+07	4.34759e+07	6.76051e+07	1.32725e+08	7.11247e+07	7.54252e+07	805.192	2392.43	4055.19	519704	545339	1.06504e+06	9414	70.06	191.558	0.011078	0.0207043	66076.3	104.464	508.183	0.0014462	0.00747502	24951.3	587.851	1038.83	0.022134	0.0378159	1118.07	8.451	8.44243	0.00858559	0.00857688	2595.72	79.256	85.188	0.0326871	0.0335813	49745.3	3.381	3.37757	9.42519e-05	9.41563e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58452.7	100.259	199.812	0.00170265	0.00306217	0	0	0	0	0	13160.7	26.764	92.7177	0.0101526	0.00922702	709.89	8.135	14.7919	0.0119678	0.0212795	0	0	0	0	0	477.52	16.694	19.3936	0.0345243	0.0408368	0	0	0	0	0	
1990-11-15	143	0	1.16702e+15	9.47484e+14	3.16808e+15	4.16437e+07	4.33558e+07	6.81627e+07	1.32121e+08	7.05722e+07	7.55628e+07	828.785	2513.44	4045.11	521555	536154	1.05771e+06	5397	40.864	107.734	0.00696411	0.0215546	50314.5	88.941	397.274	0.00269334	0.00750047	49835.7	2526.01	1953.09	0.03288	0.0349954	1658.16	19.098	19.0786	0.00961427	0.00960452	2898.38	93.925	107.813	0.0329591	0.0378396	34564	10.126	10.1157	0.000237332	0.00023709	0	0	0	0	0	6	1.061	1.05992	0.168573	0.168402	0	0	0	0	0	47991.2	162.203	152.024	0.00415904	0.00391514	0	0	0	0	0	9228	1.244	57.5835	0.000328486	0.0050177	455.5	6.127	10.0739	0.0125061	0.022969	0	0	0	0	0	468.76	14.111	21.456	0.0259788	0.0451272	1394.23	0	23.0383	0	0	
1990-12-15	144	0	1.14437e+15	8.85094e+14	2.9624e+15	4.22302e+07	4.33427e+07	6.85957e+07	1.31355e+08	7.01807e+07	7.58115e+07	846.065	2636.06	4219.63	522666	531561	1.05423e+06	3499	26.045	67.6914	0.00668802	0.0205169	38078	40.166	231.731	0.00149978	0.00740591	39776	2209.44	1597.47	0.0514106	0.0405321	2245	18.881	18.8618	0.00730725	0.00729983	2428.36	109.506	90.8748	0.0566221	0.0384627	44165.7	6.245	6.23865	0.000111822	0.000111709	0	0	0	0	0	15	400.166	399.745	25.3839	25.3574	0	0	0	0	0	68637.6	178.172	228.666	0.00543797	0.00398667	0	0	0	0	0	3829	1.7	28.0855	0.0586207	0.0114465	569.85	6.75	12.7428	0.0121411	0.022744	0	0	0	0	0	240.42	6.746	11.2387	0.0278343	0.0468038	1394.23	0	20.4814	0	0	
1991-1-15	145	0	1.18914e+15	8.22131e+14	2.86103e+15	4.23991e+07	4.32696e+07	6.87222e+07	1.30821e+08	7.0063e+07	7.61709e+07	873.792	2699.29	4380.44	522236	527958	1.05019e+06	3079.55	50.515	60.5414	0.0132797	0.0203386	27867.4	2.392	140.126	0.000170185	0.00695111	40208.1	1228.35	1475.73	0.0217717	0.0351489	802.43	2.357	2.35461	0.00320953	0.00320627	3141.44	64.161	118.443	0.0169782	0.0348194	55223.6	4.204	4.19973	0.000322563	0.000322236	0	0	0	0	0	14	2237.82	2233.84	138.575	138.354	0	0	0	0	0	48463.7	35.823	150.822	0.00114253	0.00330671	0	0	0	0	0	4024	5.575	31.1835	0.0274631	0.0108484	504.646	3.185	11.9805	0.0052351	0.0246718	0	0	0	0	0	313.76	16.435	12.8177	0.0523808	0.0408519	0	0	0	0	0	
1991-2-15	146	0	1.17654e+15	7.57045e+14	2.73996e+15	4.20694e+07	4.32612e+07	6.87632e+07	1.30543e+08	7.02679e+07	7.66947e+07	865.691	2760.82	4483.53	523064	528285	1.05135e+06	3272.23	39.59	66.8654	0.0135944	0.0205348	27680.3	16.058	164.048	0.00111452	0.00753117	47743.7	703.953	1492.4	0.0141769	0.0341957	470.822	0.589	0.588403	0.00154297	0.00154141	2323.89	45.794	73.4221	0.023098	0.0327135	57299.3	14.982	14.9668	0.000371201	0.000370824	23.9962	1.288	0.260153	0.0536751	0.0108414	19	1626.65	1624.64	75.0698	74.9775	0	0	0	0	0	48366.7	51.832	161.356	0.00243101	0.00428002	0	0	0	0	0	8916	2.938	74.4653	0.00818503	0.00737617	840.46	7.947	17.8395	0.00847914	0.021097	0	0	0	0	0	434.56	13.941	16.5532	0.0387879	0.0382882	0	0	0	0	0	
1991-3-15	147	0	1.17449e+15	7.16235e+14	2.57767e+15	4.15108e+07	4.33075e+07	6.88728e+07	1.30741e+08	7.07301e+07	7.71733e+07	826.324	2788.1	4537.82	524170	529174	1.05334e+06	11440.4	39.799	159.376	0.00583701	0.0183939	39371.6	18.529	237.798	0.00117632	0.00814526	41039.1	637.792	1313.77	0.0134047	0.0313056	796.84	3.449	3.4455	0.00331934	0.00331597	3191.26	51.196	81.0342	0.0172945	0.0259096	50981.8	35.188	35.152	0.00287304	0.00287012	524.86	0	4.34533	0	0	16	881.935	880.981	46.3478	46.2978	0	0	0	0	0	32998	64.142	109.371	0.00206506	0.00424022	0	0	0	0	0	6228.61	7.148	54.518	0.00828948	0.00766913	845.167	4.131	15.9035	0.00519543	0.0187854	0	0	0	0	0	309.28	8.507	9.90982	0.0282421	0.0327356	82.84	0	1.58763	0	0	
1991-4-15	148	0	1.16068e+15	6.49032e+14	2.41079e+15	4.06964e+07	4.33629e+07	6.86609e+07	1.30984e+08	7.10842e+07	7.71905e+07	798.028	2707.57	4501.1	524970	531864	1.05683e+06	22150.7	71.599	332.056	0.00748994	0.0186045	21640.2	4.499	111.01	0.00188691	0.00604698	18305.4	483.916	711.7	0.0243804	0.0401223	1728.48	15.844	15.8279	0.00729551	0.00728811	2896.97	62.994	71.1042	0.0195598	0.0269304	45045.4	21.95	21.9276	0.000497616	0.000497111	0	0	0	0	0	7	429.801	429.345	64.3737	64.3061	0	0	0	0	0	20612	20.255	80.0216	0.00139006	0.00363665	0	0	0	0	0	13460	31.018	122.968	0.00631639	0.00745103	1301.69	10.297	21.2073	0.00811621	0.0164305	0	0	0	0	0	0	0	0	0	0	55.23	0	1.05897	0	0	
1991-5-15	149	0	1.09275e+15	6.2555e+14	2.24602e+15	3.9809e+07	4.33512e+07	6.80554e+07	1.31531e+08	7.12724e+07	7.68671e+07	775.454	2590.27	4362.51	525445	534765	1.06021e+06	31508.9	251.96	544.045	0.00931872	0.0190248	37801.3	41.189	226.3	0.00289071	0.00656838	33234.5	2417.38	1401.74	0.0561715	0.0431637	5233.51	49.698	49.6473	0.00678224	0.00677535	2625.91	103.33	70.2522	0.0419644	0.0266394	42623.5	24.229	24.2042	0.00113322	0.00113207	0	0	0	0	0	2	0.773	0.772216	0.4464	0.445947	0	0	0	0	0	20630.6	17.289	101.144	0.00130486	0.00383901	0	0	0	0	0	18066.4	37.63	167.644	0.00888584	0.00987014	2267.57	28.963	36.9766	0.0114142	0.0162441	0	0	0	0	0	0	0	0	0	0	386.58	0	6.5724	0	0	
1991-6-15	150	0	1.05364e+15	6.98071e+14	2.18636e+15	3.90488e+07	4.32972e+07	6.73342e+07	1.31978e+08	7.13697e+07	7.63341e+07	762.978	2506.76	4196.27	525601	538157	1.06376e+06	25425	400.245	514.419	0.00936273	0.019363	57078.6	205.811	382.465	0.00392176	0.00736951	37469.3	1585.42	1694.96	0.0366489	0.0450465	5430.85	25.752	25.7258	0.00563394	0.00562822	3066.84	144.292	91.9495	0.0434374	0.0292845	51984.5	46.768	46.7203	0.0017077	0.00170596	3018.05	11.136	48.2013	0.00736947	0.020259	0	0	0	0	0	0	0	0	0	0	71748.9	145.706	347.634	0.00363838	0.00409186	0	0	0	0	0	6483	11.505	61.6841	0.0192497	0.0100065	2264.02	37.456	35.3426	0.0179172	0.0147949	0	0	0	0	0	266.32	17.344	8.9022	0.0632815	0.0325977	1322.63	0	21.0613	0	0	
1991-7-15	151	0	1.07772e+15	8.40586e+14	2.45134e+15	3.86103e+07	4.33193e+07	6.66186e+07	1.32451e+08	7.13922e+07	7.55671e+07	734.077	2453.02	4086.54	525402	542511	1.06791e+06	28353.7	318.088	631.744	0.0144953	0.0213557	56282	265.15	364.771	0.00468607	0.00692322	41309.1	2538.48	1920.81	0.0540932	0.0486844	7543.25	31.29	31.2582	0.00429106	0.0042867	4206.57	173.258	130.747	0.0326109	0.0289459	41021.5	78.387	78.3068	0.00109893	0.00109781	614.156	5.32	13.8025	0.00760967	0.0227918	0	0	0	0	0	0	0	0	0	0	83111.5	308.146	397.918	0.00303113	0.00375877	0	0	0	0	0	4459	1.479	30.7592	0.00196219	0.00804201	369.3	5.432	5.93329	0.0147089	0.0160663	0	0	0	0	0	529.37	41.66	20.7742	0.0638242	0.0315619	1598.13	0	24.4642	0	0	
1991-8-15	152	0	1.15515e+15	1.05153e+15	2.92447e+15	3.87349e+07	4.33224e+07	6.62896e+07	1.32776e+08	7.1309e+07	7.48645e+07	686.347	2402.44	3997.69	525021	538282	1.0633e+06	28586.2	688.748	534.24	0.0187946	0.0214102	56056.5	254.37	411.097	0.00362058	0.00665334	46207.8	1823.07	2060.7	0.036276	0.0453219	3071.75	17.235	17.2175	0.00683314	0.00682621	1084.24	91.473	32.6826	0.084366	0.0301433	53061.5	41.066	41.0242	0.00134221	0.00134085	1200.49	15.351	29.3919	0.0140983	0.024237	0	0	0	0	0	0	0	0	0	0	132580	493.54	527.583	0.00321814	0.00343928	0	0	0	0	0	6431	0	42.8975	0	0	1557.57	33.275	22.1012	0.0187868	0.0146114	0	0	0	0	0	141.12	7.106	3.37356	0.0507669	0.0239048	0	0	0	0	0	
1991-9-15	153	0	1.15563e+15	1.11392e+15	3.24116e+15	3.95669e+07	4.32817e+07	6.65671e+07	1.32879e+08	7.11348e+07	7.46459e+07	699.683	2300.65	3887.16	525012	534397	1.05941e+06	20156.7	399.513	405.826	0.0138371	0.0230468	63859.9	330.548	433.688	0.00364907	0.00647967	33706.5	1014.61	1074.38	0.0245962	0.0344225	2041.85	17.784	17.7659	0.00609269	0.00608651	1879.34	121.476	53.9315	0.0549935	0.0290272	47370.4	26.992	26.9644	0.000902091	0.000901175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129077	352.377	416.254	0.00343484	0.00316026	0	0	0	0	0	4450	0	29.1806	0	0	332.37	7.771	5.62588	0.0233806	0.0169265	0	0	0	0	0	396.24	17.562	12.623	0.0419133	0.0317666	0	0	0	0	0	
1991-10-15	154	0	1.11239e+15	1.04105e+15	3.19682e+15	4.06726e+07	4.3105e+07	6.72351e+07	1.32457e+08	7.06033e+07	7.47993e+07	747.819	2245.8	3788.21	524484	528182	1.05267e+06	3041.4	41.003	62.0802	0.0131499	0.022711	60205.8	231.752	369.656	0.00384852	0.00599746	28929.5	568.2	728.07	0.0173624	0.0243831	3484.04	16.448	16.4313	0.00640216	0.00639567	795.1	20.802	22.6325	0.0224678	0.0275226	42456.2	32.15	32.1169	0.000520454	0.000519922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92423.8	223.696	262.046	0.00294559	0.0032969	0	0	0	0	0	5239	4.933	39.0451	0.0304506	0.0101393	1729.99	28.459	35.4323	0.0182427	0.0187483	0	0	0	0	0	507.71	18.999	17.3057	0.0381109	0.033733	0	0	0	0	0	
1991-11-15	155	0	1.06698e+15	9.74136e+14	3.07772e+15	4.15051e+07	4.29604e+07	6.77101e+07	1.31715e+08	7.00428e+07	7.48964e+07	790.16	2340.77	3793.97	523023	522999	1.04602e+06	2939	39.99	57.6409	0.00671398	0.0222845	40639.2	108.287	266.712	0.00231307	0.0059547	42059.1	2445.53	1099.6	0.0490033	0.0306616	2453.66	12.92	12.9069	0.00577576	0.0057699	2096.19	53.159	61.4286	0.0280148	0.0324128	39827.2	4.876	4.87105	0.000243984	0.000243736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71198.1	290.388	219.248	0.00626283	0.00443089	0	0	0	0	0	11601.7	11.737	92.0322	0.023715	0.0116399	1521.16	34.719	34.4649	0.0255388	0.0226004	0	0	0	0	0	485.9	20.47	20.5845	0.0405888	0.0420767	0	0	0	0	0	
